Number,Finnish,English,Examples
0824,katsomaan,to look at,"Laulan itsekseni.
I'll sing by myself.

Tanssin itsekseni.
I was dancing by myself.

Petät itseäsi.
You are deceiving yourself.

Tee itse!
Do it yourself.

Häpeän itseäni.
I am ashamed of myself.

Katsokaa itse!
See for yourself.

Katso itse!
See for yourself.

Ajatelkaa itse.
Think for yourself.

Ajattele itse.
Think for yourself.

Kiitos itsellenne!
Never mind!"
0825,vähintään,at least,"Siihen menee vähintään tunti.
It'll take at least an hour.

En ole vähintäkään levoton.
I am not the least bit worried.

Tommin pitäisi vähintäänkin käyttää kravattia.
Tom should at least wear a tie.

Tommin pitäisi vähintäänkin käyttää solmiota.
Tom should at least wear a tie.

Tommin pitäisi vähintään käyttää kravattia.
Tom should at least wear a tie.

Tommin pitäisi vähintään käyttää solmiota.
Tom should at least wear a tie.

Paikalla oli vähintäänkin sata ihmistä.
No less than one hundred people were present.

Se vie vähintäänkin kolme tuntia.
It'll take at least three hours.

Olisit voinut vähintään sanoa ""kiitos"".
You might at least say ""thank you.""

Vähintään sata henkeä osallistui tapaamiseen.
No less than 100 people attended the meeting."
0826,netistä,online,"Myyn vaatteita netissä.
I sell clothes online.

Hän on netissä.
He is on the Internet.

Ostatko onnittelukortit netistä?
Do you buy greeting cards online?

Ostan kaikki vaatteeni netistä.
I buy all my clothes online.

Pelaatko koskaan shakkia netissä?
Do you ever play chess online?

Tomi etsi töitä netistä.
Tom searched for a job online.

Onpa netti tänään hidas.
The Internet is so slow today.

Tiedätkö missä pääsen nettiin?
Do you know where I can go online?

Miten netissä pitäisi mainostaa?
How should you advertise on the Internet?

Mari halusi netissä näkemänsä asian.
Mary had a desire for what she saw online."
0827,vaikeaa,it is difficult to,"Tämä on vaikeata.
This is difficult.

Se on vaikeata.
It's hard.

Se on vaikeaa.
It's hard.

Meillä oli vaikeaa.
We had a rough time.

Shakki on vaikeaa.
Chess is hard.

Tämä on vaikeaa.
This is difficult.

Matematiikka on vaikeaa.
Math is hard.

Astronomia on vaikeaa.
Astronomy is hard.

Tähtitiede on vaikeaa.
Astronomy is hard.

Onko vegaanina vaikeaa?
Is it hard to be vegan?"
0828,musta,black,"Niin mustakin.
I think so, too.

Sulle sopii musta.
You look good in black.

Musta sopii sulle.
You look good in black.

Onko hevosenne musta?
Is your horse black?

Onko hevosesi musta?
Is your horse black?

Kissani on musta.
My cat is black.

Mun on musta.
Mine is black.

Musta imee valoa.
Black absorbs light.

Hevonen on musta.
The horse is black.

Kissa on musta.
The cat is black."
0829,kohtaan,towards,"Lähden kohta.
I'm leaving soon.

Nähdään kohta!
See you soon!

Ihan kohta.
Wait a moment.

Lähdemme kohta.
We'll soon be leaving.

Kohta on kevät.
It will be spring soon.

Lukekaa tämä kohta.
Read this passage.

Lue tämä kohta.
Read this passage.

Sataakohan kohta lunta?
I wonder whether it'll snow.

Juna lähtee kohta.
The train is leaving soon.

Tom ilmestyy kohta.
Tom will show up soon."
0830,kukkia,flower,"Toin kukkia.
I brought flowers.

Omenapuumme kukkii.
Our apple tree is blooming.

Se tuoksuu kukilta.
It has a floral scent.

Tämäkö on kukka?
This is a flower?

Onko tämä kukka?
Is this a flower?

Kukka on sininen.
The flower is blue.

Tämä on kukka.
This is a flower.

Tuo on kukka.
That is a flower.

Onpa kauniita kukkia!
What wonderful flowers!

Hän poimi kukkia.
She picked flowers."
0831,hoitaa,manage,"Osaatko hoitaa kirjanpitoa?
Can you do bookkeeping?

Otanko asian hoitaakseni?
May I help you?

Anna Tomin hoitaa se.
Let Tom handle it.

Anna hänen hoitaa asia.
Let him handle it.

Tämä ongelma täytyy hoitaa.
This problem needs to be dealt with.

Voin hoitaa tuon välittömästi.
I can take care of that immediately.

Tomi voi hoitaa sen.
Tom can take care of that.

Minä voin hoitaa hänet.
I can deal with her.

Minun sihteerini hoitaa sen.
My assistant will handle that.

Anna minun hoitaa puhuminen.
Let me do the talking."
0832,vähitellen,gradually,"Päivät lyhenevät vähitellen.
The days are becoming shorter.

Tuuli laantui vähitellen.
The wind gradually died down.

Lumimyrsky laantui vähitellen.
The snowstorm gradually abated.

Rakkaus tulee vähitellen.
Love will come in time.

Se suureni vähitellen.
It grew larger and larger.

Vanhat tavat häviävät vähitellen.
Old customs are gradually being destroyed.

Ulkona alkaa pimetä vähitellen.
It's getting dark little by little outside.

Vähitellen huomaat edistymistä kirjoituksissasi.
Little by little, you will notice improvement in your writings.

Tämä kasvi kasvoi vähitellen.
This plant grew little by little.

Alan vähitellen pitää Kenistä.
I am beginning to like Ken little by little."
0833,kaikesta,from everything,"Kerroin kaiken.
I came clean.

Haluan kaiken.
I want it all.

Luin kaiken.
I read everything.

Kiistän kaiken.
I deny everything.

Näin kaiken.
I saw everything.

Kiitos kaikesta.
Thanks for everything.

Tuhosin kaiken.
I destroyed everything.

Pilasin kaiken.
I've ruined everything.

Rajansa kaikella.
Everything has its limit.

Menetämme kaiken.
We'll lose everything."
0834,tykkää,likes,"Tykkään katkaravuista.
I like shrimps.

Tykkään katkaravusta.
I like shrimp.

Tykkään popista.
I like pop music.

Tykkäätkö Seinfeldistä?
Do you like Seinfeld?

Tykkään kylmästä.
I like the cold.

Tykkäätkö oluesta?
Do you like beer?

Tykkään sienistä.
I like mushrooms.

Tykkäätkö punkista?
Do you like punk rock?

Tykkään linnastasi.
I like your castle.

Tykkään linnoituksestasi.
I like your castle."
0835,kirjaa,record,"Kirjoita.
Type.

Kirjoita!
Write!

Puhumme kirjoista.
We're talking about books.

Poltin kirjeen.
I burned the letter.

Näetkö kirjaani?
Do you see my book?

Saitko kirjeen?
Did you receive the letter?

Sulkekaa kirja!
Close the book.

Sulje kirja!
Close the book.

Sulkekaa kirja.
Close the book.

Sulje kirja.
Close the book."
0836,ole koskaan,have never,"Oletko koskaan savustanut?
Have you ever smoked?

Oletko koskaan polttanut?
Have you ever smoked?

Oletko koskaan kuorsannut?
Have you ever snored?

Oletko koskaan syönyt merilevää?
Have you ever eaten seaweed?

Oletko koskaan syönyt noria?
Have you ever eaten seaweed?

Oletko koskaan syönyt koiraa?
Have you ever eaten dog meat?

Oletko koskaan opiskellut kirjastossa?
Have you ever studied in the library?

Oletko koskaan käynyt Tomilla?
Have you ever been in Tom's house?

En ole koskaan kylläinen.
I am never satiated.

Oletko koskaan käynyt Riossa?
Have you ever been in Rio?"
0837,olemaan,be,"Oletteko olemassa?
Do you exist?

Oletko olemassa?
Do you exist?

Olenko olemassa?
Do I exist?

Joulupukki on olemassa.
Santa Claus exists.

On olemassa jono.
There's a queue.

On olemassa jumalia.
Gods exist.

Jumalia on olemassa.
Gods exist.

Salareitti on olemassa.
There's a secret passage.

On olemassa salareitti.
There's a secret passage.

Kummituksia on olemassa.
Ghosts exist."
0838,halusin,I wanted,"Halusit nähdä?
You wanted to see me?

Halusin opettajaksi.
I wanted to be a teacher.

Halusin muistaa.
I wanted to remember.

Halusin auttaa.
I wanted to help out.

Halusin jatkaa.
I wanted to continue.

Halusin lisää.
I wanted more.

Halusin enemmän.
I wanted more.

Halusitko takin?
I wanted a jacket.

Halusin takin.
I wanted a jacket.

Montako halusit?
How many did you want?"
0839,syömään,to eat,"Syömään!
Time to eat!

Tulen syömään.
I will eat.

Olen syömässä.
I'm eating now.

Jääkää syömään.
Stay for supper.

Jää syömään.
Stay for supper.

Mennään syömään.
Let's go to dinner.

Menemme syömään lounasta.
We're going for lunch.

Olen nyt syömässä.
I'm eating now.

Olen syömässä omenan.
I am eating an apple.

Olen syömässä omenaa.
I am eating an apple."
0840,suru,grief,"Jaan surusi.
I share your sorrow.

Karkoita suru sydämestäsi!
Banish this sorrow from your heart!

Tunsin syvää surua.
I felt a deep sorrow.

Aika kesyttää vahvimmankin surun.
Time tames the strongest grief.

Aika laimentaa vahvimmankin surun.
Time tames the strongest grief.

Tomin sydän täyttyi surusta.
Tom's heart was filled with sorrow.

Ilo on surun vastakohta.
Delight is the opposite of sorrow.

Ei rakkautta ilman surua.
Love without sorrow cannot be.

Hän kesti surunsa hyvin.
She bore her sorrow well.

Hän oli surusta sokea.
He was blind with sorrow."
0841,helsingissä,in Helsinki,"Asun Helsingissä.
I live in Helsinki.

Minä asun Helsingissä.
I live in Helsinki.

He asuvat Helsingissä, Suomessa.
They live in Helsinki, Finland.

Minä en asu Helsingissä.
I don't live in Helsinki.

Minä haluan asua Helsingissä.
I want to live in Helsinki.

Kauniina päivänä Helsingistä voi nähdä Viron rannikon.
On a good day, you can see the coast of Estonia from Helsinki.

En muista, asuuko Jussi Helsingissä vai Turussa?
I don't remember, does Jussi live in Helsinki or Turku?

Asun nyt Helsingissä, mutta olen kotoisin Kuopiosta.
I now live in Helsinki, but I'm originally from Kuopio.

Helsingissä satoi viime talvena yli seitsemänkymmentä senttimetriä lunta.
More than seventy centimetres of snow fell in Helsinki last year."
0842,kahvila,coffee shop,"Opiskelijat pyörittävät kahvilaa.
The cafe is run by students.

Tom lähti kahvilaan.
Tom went to the cafeteria.

Tom meni kahvilaan.
Tom went to the cafeteria.

Kahvilassa oli itsepalvelu.
The cafeteria was self-service.

Pidimme hauskaa kahvilassa.
We had a good time at a coffee shop.

Kahvila on opiskelijoiden pyörittämä.
The cafe is run by students.

Tämä kahvila on kotoisa.
This coffee shop is cozy.

Hän syö aamiaista kahvilassa.
He's eating breakfast in the cafe.

Ziri oli kävelemässä ulos kahvilasta.
Ziri was walking out of a café.

Tapasin hänet kahvilassa aseman lähellä.
I met her in a coffee shop near the station."
0843,tuttu,known,"Tuttua hommaa.
I've been there and done that.

Kuulostaako tutulta?
Sound familiar?

Tuttua huttua.
Been there, done that.

Tuttua kauraa.
Been there, done that.

Näytät hyvin tutulta.
You seem really familiar.

Oletko hänen tuttujaan?
Do you know him?

Näytät varsin tutulta.
You seem really familiar.

Tämä kuulostaa tutulta.
This sounds familiar.

Tuo kuulostaa tutulta.
That sounds familiar.

Näyttääkö tämä tutulta?
Does this look familiar?"
0844,on yksi,is one,"Onko yksi alkuluku?
Is 1 a prime number?

On yksi ongelma.
There's a problem.

Tom on yksin.
Tom's lonely.

Minulla on yksi kissa.
I have a cat.

Kirjasto on yksi lempipaikoistani.
The library is one of my favorite places.

Taekwondo on yksi olympialajeista.
Taekwondo is one of the sports at the Olympic Games.

Demokratia on yksi hallitusmuoto.
Democracy is one form of government.

Yuzu on yksi sitrushedelmistä.
Yuzu is one of the citrus fruits.

Tämä on yksi lempikirjoistani.
This is one of my favorite books.

Tähtitiede on yksi harrastuksistani.
Astronomy is one of my hobbies."
0845,jostain,somewhere,"Jostain meillä on puutetta.
We're short of something.

Jostain meillä on pulaa.
We're short of something.

Meillä on jostain puutetta.
We're short of something.

Meillä on jostain pulaa.
We're short of something.

Onko se jostain kirjasta?
Is that from a book?

Voisimmeko puhua jostain muusta?
Can we talk about something else please?

Meidän täytyy aloittaa jostain.
We have to start somewhere.

Jostain syystä hän otti loparit.
She quit her job for some reason.

Jostain syystä hän lopetti työnsä.
She quit her job for some reason.

Jostain syystä en päässyt sähköpostiini.
For some reason I couldn't access my e-mail."
0846,halunnut,desired,"En halunnut sanoa mitään.
I didn't want to say anything.

En halunnut hänen kuolevan.
I didn't want him to die.

En halunnut mennä pidemmälle.
I didn't want to go any further.

En halunnut heidän lähtevän.
I didn't want them to leave.

Tomi ei halunnut apuani.
Tom didn't want my help.

Tomi ei halunnut leuhkia.
Tom didn't want to show off.

Tomi ei halunnut mahtailla.
Tom didn't want to show off.

En halunnut mennä kirkkoon.
I didn't want to go to church.

En halunnut säikäyttää sinua.
I did not want to alarm you.

Tomi ei halunnut kiirehtiä.
Tom didn't want to rush things."
0847,sisään,in,"Menin sisään.
I went inside.

Kävelin sisään.
I walked inside.

Pääsitkö sisälle?
Did you get inside?

Hypätkää sisään!
Hop in.

Hyppää sisään!
Hop in.

Tuu sisälle!
Come in!

Tulkaa sisälle!
Come in!

Menkää sisälle.
Enter.

Tulkaa sisälle.
Enter.

Tule sisälle.
Enter."
0848,kivaa,nice,"Kivaa!
Great.

Kivaa.
Great.

Kiva.
Great.

Kiva tarina.
That's a nice story.

Kiva puku.
Nice suit.

Kiva rusketus.
Nice tan.

Kiva solmio.
Nice tie.

Kiva kravatti.
Nice tie.

Kiva kämppä.
Nice place.

Kiva paikka.
Nice place."
0849,naiset,ladies,"Naiset marssivat.
The women are marching.

Moikka naiset.
Hello, ladies.

Naiset ensin!
Ladies first!

Rakastuin naiseen.
I fell in love with a woman.

Naiset ensin.
Ladies first.

Tapasin vanhemman naisen.
I met an elderly woman.

Naiset jakavat kaiken.
Women share everything.

Hän pukeutui naiseksi.
He disguised himself as a woman.

Kuulin naisen kirkaisun.
I heard a woman scream.

Naiset pelaavat tennistä.
The women play tennis."
0850,ku,ku,"Helppoo ku heinänteko.
It's too easy.

Siis ku mä tarviin rahaa.
I need money.

Ihan ku minä sellasta tietäsin.
I am blessed if I know it.

No ku mä tykkään susta.
It's because I love you.

Tomi on fiksumpi ku sä.
Tom is smarter than you.

No ku mä oon sun isosisko.
I'm your sister.

Sä oot paljon fiksumpi ku mä.
You're much smarter than I am.

Oispa mulla semmonen poikaystävä ku Tomi.
I wish I had a boyfriend like Tom.

Mä en ollu yhtä onnekas ku Tomi.
I wasn't as lucky as Tom was.

Se on melkein yhtä pitkä ku sää.
She is almost as tall as you."
0851,avulla,through,"Olkaa avuksi.
Be supportive.

Olinko avuksi?
Was I any help?

Kiitos avustanne.
I really appreciate your kindness.

Älä avusta.
Don't stand up.

Suurkiitos avustasi.
Thank you very much for your help.

Kiitoksia avusta.
Thank you for your assistance.

Kiitos avusta.
Thank you for your help.

Kiitos avustasi.
Thank you for your help.

Olinko minä avuksi?
Was I any help?

Ette ole avuksi.
You aren't helping."
0852,muu,other,"Mites kaikki muu?
How's everything else?

”Muu, muu” sanoi lehmä.
""Moo, moo,"" said the cow.

Oliko tilassa joku muu?
Was there anybody else in the room?

Oliko joku muu tilassa?
Was there anybody else in the room?

Oliko kukaan muu tilassa?
Was there anybody else in the room?

Oliko kukaan muu huoneessa?
Was there anybody else in the room?

Oliko joku muu huoneessa?
Was there anybody else in the room?

Oliko huoneessa joku muu?
Was there anybody else in the room?

Anna joku muu esimerkki.
Give me another example.

Mikä muu kaipaa korjaamista?
What else needs fixing?"
0853,syytä,reason,"Syytän Tomia.
I blame Tom.

Älä syytä muita.
Please don't pin the blame on other people.

Älä syytä lapsia!
Don't blame the children.

Älä syytä itseäsi.
Don't blame yourself.

En syytä Tomia.
I'm not blaming Tom.

Syytätkö sinä Tomia?
Do you blame Tom?

Ei syytä huoleen.
Don't worry.

En syytä sinua.
I don't blame you.

Miksi syytät minua?
Why are you accusing me?

Ettekö halua tietää syytä?
Don't you want to know the reason?"
0854,kauniita,beautiful,"Kauniit.
Beautiful.

Kauniit!
How beautiful!

Näytät kauniilta.
You look beautiful.

Kauniita unia!
Sweet dreams!

Olette kauniita.
You are beautiful.

Marmorilattiat ovat kauniita.
Marble floors are beautiful.

Näytät kauniilta kimonossa.
You look lovely in a kimono.

Onpa kauniita kukkia!
What wonderful flowers!

Te olette kauniita.
You are beautiful.

Asumme kauniissa kaupungissa.
We live in a beautiful city."
